#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome","NC_011916.1",1730384,1731958,"+",7331588,,"CCNA_01610","YP_002516983.1",524,"2-isopropylmalate synthase"
"chromosome","NC_011916.1",1732085,1732963,"+",7331589,,"CCNA_01611","YP_002516984.1",292,"transporter, drug/metabolite exporter family"
"chromosome","NC_011916.1",1733317,1734360,"+",7331590,"mreB","CCNA_01612","YP_002516985.1",347,"rod shape-determining protein MreB"
"chromosome","NC_011916.1",1734410,1735450,"+",7331591,"mreC","CCNA_01613","YP_002516986.1",346,"rod shape-determining protein MreC"
"chromosome","NC_011916.1",1735447,1735962,"+",7331592,,"CCNA_01614","YP_002516987.1",171,"hypothetical protein CCNA_01614"
"chromosome","NC_011916.1",1735967,1737985,"+",7331593,,"CCNA_01615","YP_002516988.1",672,"cell elongation specific D,D-transpeptidase"
"chromosome","NC_011916.1",1737982,1739139,"+",7331594,"rodA","CCNA_01616","YP_002516989.1",385,"SEDS-family peptidoglycan polymerase RodA"
"chromosome","NC_011916.1",1739139,1739690,"+",7331595,,"CCNA_01617","YP_002516990.1",183,"acetyltransferase"
"chromosome","NC_011916.1",1739738,1740415,"-",7331596,,"CCNA_01618","YP_002516991.1",225,"uracil-DNA glycosylase"
"chromosome","NC_011916.1",1740418,1741014,"-",7331597,,"CCNA_01619","YP_002516992.1",198,"NYN domain protein"
"chromosome","NC_011916.1",1741064,1741558,"+",7331598,,"CCNA_01620","YP_002516993.1",164,"2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase"
"chromosome","NC_011916.1",1741687,1742046,"+",7331599,,"CCNA_01621","YP_002516994.1",119,"DNA-directed RNA polymerase omega chain"
"chromosome","NC_011916.1",1742148,1744376,"+",7331600,"spoT","CCNA_01622","YP_002516995.1",742,"Rsh ppGpp hydrolase-synthetase"
"chromosome","NC_011916.1",1744514,1744933,"-",7331601,,"CCNA_01623","YP_002516996.1",139,"phosphohydrolase, MutT/nudix family"
"chromosome","NC_011916.1",1745014,1745598,"+",7331602,,"CCNA_01624","YP_002516997.1",194,"orotate phosphoribosyltransferase"
"chromosome","NC_011916.1",1745770,1747389,"-",7331603,,"CCNA_01625","YP_002516998.1",539,"aminobenzoyl-glutamate utilization protein B"
"chromosome","NC_011916.1",1747568,1748332,"+",7331604,,"CCNA_01626","YP_002516999.1",254,"pyridoxal phosphate biosynthetic protein pdxJ"
"chromosome","NC_011916.1",1748329,1748730,"+",7331605,"acpS","CCNA_01627","YP_002517000.1",133,"Holo-(acyl-carrier protein) synthase"
"chromosome","NC_011916.1",1748742,1749035,"+",7331606,,"CCNA_01628","YP_002517001.1",97,"hypothetical protein CCNA_01628"
"chromosome","NC_011916.1",1749159,1750004,"+",7331607,,"CCNA_01629","YP_002517002.1",281,"signal peptidase I"
"chromosome","NC_011916.1",1750026,1750721,"+",7331608,,"CCNA_01630","YP_002517003.1",231,"ribonuclease III"
"chromosome","NC_011916.1",1751025,1751486,"-",7331610,,"CCNA_01632","YP_002517005.1",153,"hypothetical protein CCNA_01632"
"chromosome","NC_011916.1",1751636,1752586,"+",7331611,"era","CCNA_01633","YP_002517006.1",316,"GTP-binding protein Era"
"chromosome","NC_011916.1",1752579,1753430,"+",7331612,,"CCNA_01634","YP_002517007.1",283,"arylamine N-acetyltransferase"
"chromosome","NC_011916.1",1753433,1754164,"+",7331613,,"CCNA_01635","YP_002517008.1",243,"DNA repair protein recO"
"chromosome","NC_011916.1",1754218,1755804,"+",7331614,,"CCNA_01636","YP_002517009.1",528,"alkaline phosphatase"
"chromosome","NC_011916.1",1755866,1758145,"+",7331615,,"CCNA_01637","YP_002517010.1",759,"topoisomerase IV subunit A"
"chromosome","NC_011916.1",1758142,1759530,"+",7331616,,"CCNA_01638","YP_002517011.1",462,"beta-lactamase family protein"
"chromosome","NC_011916.1",1759642,1760952,"+",7331617,,"CCNA_01639","YP_002517012.1",436,"beta-lactamase family protein"
"chromosome","NC_011916.1",1760990,1761952,"+",7331618,,"CCNA_01640","YP_002517013.1",320,"quinone oxidoreductase"
"chromosome","NC_011916.1",1761961,1762896,"+",7331619,,"CCNA_01641","YP_002517014.1",311,"2-nitropropane dioxygenase family protein"
"chromosome","NC_011916.1",1762909,1763676,"+",7331701,,"CCNA_01642","YP_002517015.1",255,"gluconate 5-dehydrogenase"
"chromosome","NC_011916.1",1763716,1764555,"-",7331702,,"CCNA_01643","YP_002517016.1",279,"arginine-tRNA-protein transferase"
"chromosome","NC_011916.1",1764656,1765552,"-",7331703,"motB","CCNA_01644","YP_002517017.1",298,"chemotaxis protein MotB"
"chromosome","NC_011916.1",1765667,1766527,"+",7331704,,"CCNA_01645","YP_002517018.1",286,"3-hydroxyisobutyrate dehydrogenase"
"chromosome","NC_011916.1",1766524,1767183,"-",7331705,,"CCNA_01646","YP_002517019.1",219,"dethiobiotin synthetase"
"chromosome","NC_011916.1",1767180,1768334,"-",7331706,,"CCNA_01647","YP_002517020.1",384,"8-amino-7-oxononanoate synthase"
"chromosome","NC_011916.1",1768405,1769667,"+",7331707,,"CCNA_01648","YP_002517021.1",420,"adenosylmethionine-8-amino-7-oxononanoate"
"chromosome","NC_011916.1",1769664,1770605,"+",7331708,,"CCNA_01649","YP_002517022.1",313,"transporter, drug/metabolite exporter family"
"chromosome","NC_011916.1",1770655,1771179,"-",7331709,,"CCNA_01650","YP_002517023.1",174,"copper/zinc superoxide dismutase"
"chromosome","NC_011916.1",1771304,1774063,"+",7331710,,"CCNA_01651","YP_002517024.1",919,"DNA gyrase subunit A"
"chromosome","NC_011916.1",1774090,1774581,"+",7331711,,"CCNA_01652","YP_002517025.1",163,"phosphopantetheine adenylyltransferase"
"chromosome","NC_011916.1",1774739,1775572,"+",7331712,,"CCNA_01653","YP_002517026.1",277,"cyclophilin-type peptidylprolyl cis-trans isomerase"
"chromosome","NC_011916.1",1775569,1776417,"+",7331713,,"CCNA_01654","YP_002517027.1",282,"cyclophilin-type peptidylprolyl cis-trans isomerase"
"chromosome","NC_011916.1",1776509,1776976,"+",7331714,,"CCNA_01655","YP_002517028.1",155,"cyclophilin-type peptidylprolyl cis-trans isomerase"
"chromosome","NC_011916.1",1777143,1778120,"-",7331715,,"CCNA_01656","YP_002517029.1",325,"endonuclease/exonuclease/phosphatase family protein"
"chromosome","NC_011916.1",1778162,1778806,"-",7331716,,"CCNA_01657","YP_002517030.1",214,"hypothetical protein CCNA_01657"
"chromosome","NC_011916.1",1778893,1779993,"+",7331717,,"CCNA_01658","YP_002517031.1",366,"S-adenosylmethionine:tRNA ribosyltransferase-isomerase"
"chromosome","NC_011916.1",1779993,1781108,"+",7331718,,"CCNA_01659","YP_002517032.1",371,"queuine tRNA-ribosyltransferase"
"chromosome","NC_011916.1",1781219,1781911,"-",7331719,,"CCNA_01660","YP_002517033.1",230,"conserved hypothetical protein"
"chromosome","NC_011916.1",1782651,1784363,"+",7331723,,"CCNA_01663","YP_002517036.1",570,"potassium-transporting ATPase A chain"
"chromosome","NC_011916.1",1784375,1786435,"+",7331724,,"CCNA_01664","YP_002517037.1",686,"potassium-transporting ATPase B chain"
"chromosome","NC_011916.1",1786463,1787056,"+",7331725,,"CCNA_01665","YP_002517038.1",197,"potassium-transporting ATPase C chain"
"chromosome","NC_011916.1",1787056,1789734,"+",7331726,"kdpD","CCNA_01666","YP_002517039.1",892,"osmosensitive K+ channel histidine kinase kdpD"
"chromosome","NC_011916.1",1789742,1790440,"+",7331727,"kdpE","CCNA_01667","YP_002517040.1",232,"two-component response regulator kdpE"
"chromosome","NC_011916.1",1790704,1791576,"+",7331728,,"CCNA_01668","YP_002517041.1",290,"sulfate transport system permease protein cysT"
"chromosome","NC_011916.1",1791576,1792433,"+",7331729,,"CCNA_01669","YP_002517042.1",285,"sulfate transport system permease protein cysW"
"chromosome","NC_011916.1",1792450,1793469,"+",7331730,,"CCNA_01670","YP_002517043.1",339,"sulfate transport ATP-binding protein cysA"
"chromosome","NC_011916.1",1793574,1793930,"+",7331731,"dgrA","CCNA_01671","YP_002517044.1",118,"diguanylate receptor protein dgrA"
"chromosome","NC_011916.1",1794029,1795006,"-",7331732,,"CCNA_01672","YP_002517045.1",325,"transglutaminase-like enzyme"
"chromosome","NC_011916.1",1795018,1795965,"-",7331733,,"CCNA_01673","YP_002517046.1",315,"alphaE superfamily protein"
"chromosome","NC_011916.1",1795962,1797482,"-",7331734,,"CCNA_01674","YP_002517047.4",506,"circularly permuted ATP-grasp type 2 protein"
"chromosome","NC_011916.1",1797735,1799519,"+",7331735,,"CCNA_01675","YP_002517048.1",594,"outer membrane translocation and assembly protein TamA"
"chromosome","NC_011916.1",1799591,1803712,"+",7331736,,"CCNA_01676","YP_002517049.2",1373,"autotransporter translocation and assembly factor TamB"
"chromosome","NC_011916.1",1803814,1805058,"+",7331737,,"CCNA_01677","YP_002517050.1",414,"carboxypeptidase G2 precursor"
"chromosome","NC_011916.1",1805059,1806063,"+",7331738,,"CCNA_01678","YP_002517051.1",334,"arginine N-succinyltransferase, beta chain"
"chromosome","NC_011916.1",1806060,1807517,"+",7331739,,"CCNA_01679","YP_002517052.1",485,"succinylglutamic semialdehyde dehydrogenase"
"chromosome","NC_011916.1",1807514,1808854,"+",7331740,,"CCNA_01680","YP_002517053.1",446,"succinylarginine dihydrolase"
"chromosome","NC_011916.1",1808851,1809357,"+",7331741,,"CCNA_01681","YP_002517054.1",168,"RimI-like acetyltransferase"
"chromosome","NC_011916.1",1809354,1810292,"-",7331742,,"CCNA_01682","YP_002517055.2",312,"LytT-family response regulator"
"chromosome","NC_011916.1",1810291,1811511,"+",7331743,,"CCNA_01683","YP_002517056.2",406,"acetyltransferase family protein"
"chromosome","NC_011916.1",1811466,1812350,"-",7331744,,"CCNA_01684","YP_002517057.1",294,"phenylalanine-4-hydroxylase"
"chromosome","NC_011916.1",1812515,1812844,"-",7331745,,"CCNA_01685","YP_002517058.1",109,"Heat shock protein HspQ"
"chromosome","NC_011916.1",1813006,1814112,"+",7331746,,"CCNA_01686","YP_002517059.2",368,"exopolyphosphatase GppA"
"chromosome","NC_011916.1",1814109,1814819,"+",7331747,,"CCNA_01687","YP_002517060.1",236,"FtsJ-family 23S rRNA methylase"
"chromosome","NC_011916.1",1814816,1815859,"+",7331748,,"CCNA_01688","YP_002517061.1",347,"potassium channel protein"
"chromosome","NC_011916.1",1815952,1817415,"+",7331749,,"CCNA_01689","YP_002517062.1",487,"inosine-5\\'-monophosphate dehydrogenase"
"chromosome","NC_011916.1",1817419,1817814,"+",7331750,,"CCNA_01690","YP_002517063.1",131,"MAPEG family membrane protein"
"chromosome","NC_011916.1",1817814,1819091,"+",7331751,,"CCNA_01691","YP_002517064.1",425,"tRNA/rRNA methyltransferase"
"chromosome","NC_011916.1",1819124,1820686,"+",7331752,,"CCNA_01692","YP_002517065.1",520,"GMP synthase GuaA"
"chromosome","NC_011916.1",1820814,1821710,"-",7331753,,"CCNA_01693","YP_002517066.1",298,"LysR-family transcriptional regulator"
"chromosome","NC_011916.1",1821724,1823658,"-",7331754,,"CCNA_01694","YP_002517067.1",644,"CocE/NonD family hydrolase"
"chromosome","NC_011916.1",1823677,1826589,"-",7331755,,"CCNA_01695","YP_002517068.1",970,"TonB-dependent outer membrane receptor"
"chromosome","NC_011916.1",1826794,1828470,"-",7331756,,"CCNA_01696","YP_002517069.1",558,"aminobenzoyl-glutamate transport protein"
"chromosome","NC_011916.1",1828520,1829644,"+",7331757,,"CCNA_01697","YP_002517070.1",374,"putative poly-gamma-glutamate capsule biosynthesis protein"
"chromosome","NC_011916.1",1829731,1830516,"+",7331758,,"CCNA_01698","YP_002517071.2",261,"periplasmic 3-ketoglycoside hydrolase"
"chromosome","NC_011916.1",1830513,1831520,"-",7331759,,"CCNA_01699","YP_002517072.1",335,"LacI-family transcriptional regulator"
"chromosome","NC_011916.1",1831698,1832939,"+",7331760,,"CCNA_01700","YP_002517073.1",413,"3-ketohexose transporter"
"chromosome","NC_011916.1",1832940,1833926,"+",7331761,,"CCNA_01701","YP_002517074.1",328,"3-ketoglycoside epimerase"
"chromosome","NC_011916.1",1833926,1835056,"+",7331762,,"CCNA_01702","YP_002517075.1",376,"NAD-dependent 3-ketohexose reductase"
"chromosome","NC_011916.1",1835056,1836111,"+",7331763,,"CCNA_01703","YP_002517076.1",351,"3-ketoglycoside pathway epimerase"
"chromosome","NC_011916.1",1836139,1836501,"+",7331764,,"CCNA_01704","YP_002517077.1",120,"periplasmic glucoside 3-dehydrogenase, cytochrome c2 component"
"chromosome","NC_011916.1",1836721,1837566,"-",7331765,,"CCNA_01705","YP_002517078.1",281,"periplasmic 3-ketoglycoside hydrolase"
"chromosome","NC_011916.1",1837718,1839457,"+",7331766,,"CCNA_01706","YP_002517079.1",579,"periplasmic glucoside 3-dehydrogenase, lacA subunit"
"chromosome","NC_011916.1",1839457,1840005,"+",7331767,,"CCNA_01707","YP_002517080.1",182,"periplasmic glucoside 3-dehydrogenase, lacC subunit"
"chromosome","NC_011916.1",1840110,1840661,"+",7331768,,"CCNA_01708","YP_002517081.1",183,"hypothetical protein CCNA_01708"
"chromosome","NC_011916.1",1840745,1841074,"-",7331769,,"CCNA_01709","YP_002517082.1",109,"hypothetical protein CCNA_01709"
"chromosome","NC_011916.1",1841077,1842606,"-",7331770,,"CCNA_01710","YP_002517083.1",509,"BetA-family choline dehydrogenase"
"chromosome","NC_011916.1",1842780,1844255,"-",7331771,,"CCNA_01711","YP_002517084.1",491,"MecR antirepressor / ankyrin repeat family protein"
"chromosome","NC_011916.1",1844245,1844628,"-",7331772,,"CCNA_01712","YP_002517085.1",127,"CopY/TcrY family transcriptional repressor"
"chromosome","NC_011916.1",1844752,1845330,"+",7331773,,"CCNA_01713","YP_002517086.1",192,"2\\'-5\\' RNA ligase family protein"
"chromosome","NC_011916.1",1845242,1845427,"-",18668877,,"CCNA_03956","YP_009020528.1",61,"hypothetical protein CCNA_03956"
"chromosome","NC_011916.1",1845426,1845773,"+",7331774,,"CCNA_01714","YP_002517087.2",115,"Spx/MgsR-related protein"
"chromosome","NC_011916.1",1845879,1846565,"+",7331775,,"CCNA_01715","YP_002517088.2",228,"GPH-family phosphatase"
"chromosome","NC_011916.1",1846602,1846787,"+",7331776,,"CCNA_01716","YP_002517089.1",61,"hypothetical protein CCNA_01716"
"chromosome","NC_011916.1",1846800,1847210,"+",7331777,,"CCNA_01717","YP_002517090.1",136,"hypothetical protein CCNA_01717"
"chromosome","NC_011916.1",1847210,1847725,"+",7331778,,"CCNA_01718","YP_002517091.1",171,"RNA polymerase ECF sigma factor"
"chromosome","NC_011916.1",1847722,1848030,"+",7331779,,"CCNA_01719","YP_002517092.1",102,"hypothetical protein CCNA_01719"
"chromosome","NC_011916.1",1848134,1848526,"+",17829429,,"CCNA_03893","YP_008877609.1",130,"hypothetical protein CCNA_03893"
"chromosome","NC_011916.1",1848549,1849133,"+",7331781,,"CCNA_01721","YP_002517094.1",194,"RNA polymerase ECF sigma factor"
"chromosome","NC_011916.1",1849102,1849506,"+",7331782,,"CCNA_01722","YP_002517095.3",134,"hypothetical protein CCNA_01722"
"chromosome","NC_011916.1",1849599,1850426,"+",7331860,,"CCNA_01723","YP_002517096.1",275,"3-methyl-2-oxobutanoate hydroxymethyltransferase"
"chromosome","NC_011916.1",1850579,1851331,"+",7331189,,"CCNA_01724","YP_002517097.1",250,"Tetratricopeptide repeat protein"
"chromosome","NC_011916.1",1851328,1852758,"+",7331190,"bamB","CCNA_01725","YP_002517098.1",476,"beta-barrel assembly machine (BAM) protein BamB"
"chromosome","NC_011916.1",1852884,1854650,"+",7331191,,"CCNA_01726","YP_002517099.1",588,"EngA-subfamily GTPase protein"
"chromosome","NC_011916.1",1854729,1856234,"-",7331192,,"CCNA_01727","YP_002517100.2",501,"methyl-accepting chemotaxis protein"
"chromosome","NC_011916.1",1856420,1857175,"-",7331193,,"CCNA_01728","YP_002517101.1",251,"short chain dehydrogenase"
"chromosome","NC_011916.1",1857224,1858237,"-",7331194,,"CCNA_01729","YP_002517102.1",337,"transporter, sodium/bile acid symporter family"
"chromosome","NC_011916.1",1858257,1859759,"-",7331195,,"CCNA_01730","YP_002517103.1",500,"amidophosphoribosyltransferase"
"chromosome","NC_011916.1",1859756,1860373,"-",7331196,,"CCNA_01731","YP_002517104.1",205,"colicin V production protein CvpA"
"chromosome","NC_011916.1",1860370,1861752,"-",7331197,,"CCNA_01732","YP_002517105.1",460,"DNA repair protein RadA"
"chromosome","NC_011916.1",1861826,1862920,"-",7331198,,"CCNA_01733","YP_002517106.1",364,"alanine racemase"
"chromosome","NC_011916.1",1862960,1863646,"-",7331199,,"CCNA_01734","YP_002517107.1",228,"MarC family integral membrane protein"
"chromosome","NC_011916.1",1863704,1864189,"-",7331200,,"CCNA_01735","YP_002517108.1",161,"PaaI thioesterase family protein"
"chromosome","NC_011916.1",1864287,1864886,"+",7331201,,"CCNA_01736","YP_002517109.1",199,"TetR-family transcriptional regulator"
"chromosome","NC_011916.1",1864901,1866424,"-",7331202,,"CCNA_01737","YP_002517110.1",507,"replicative DNA helicase"
"chromosome","NC_011916.1",1866634,1869063,"-",7331203,,"CCNA_01738","YP_002517111.1",809,"TonB-dependent outer membrane receptor"
"chromosome","NC_011916.1",1869268,1869852,"-",7331204,,"CCNA_01739","YP_002517112.1",194,"LSU ribosomal protein L9P"
"chromosome","NC_011916.1",1869866,1870144,"-",7331205,,"CCNA_01740","YP_002517113.1",92,"SSU ribosomal protein S18P"
"chromosome","NC_011916.1",1870159,1870539,"-",7331206,,"CCNA_01741","YP_002517114.1",126,"SSU ribosomal protein S6P"
"chromosome","NC_011916.1",1870808,1871467,"+",7331207,,"CCNA_01742","YP_002517115.1",219,"hypothetical protein CCNA_01742"
"chromosome","NC_011916.1",1871442,1872251,"-",7331208,,"CCNA_01743","YP_002517116.1",269,"sterol desaturase family protein"
"chromosome","NC_011916.1",1872325,1873437,"-",7331209,,"CCNA_01744","YP_002517117.1",370,"AraC-family transcriptional regulator"
"chromosome","NC_011916.1",1873509,1874042,"-",7331210,,"CCNA_01745","YP_002517118.1",177,"thioredoxin peroxidase"
"chromosome","NC_011916.1",1874210,1875154,"+",7331211,,"CCNA_01746","YP_002517119.1",314,"malonyl-CoA-(acyl-carrier-protein) transacylase FabD"
"chromosome","NC_011916.1",1875173,1875913,"+",7331212,,"CCNA_01747","YP_002517120.1",246,"3-oxoacyl-(acyl-carrier protein) reductase"
"chromosome","NC_011916.1",1875935,1876864,"+",7331213,,"CCNA_01748","YP_002517121.1",309,"methyltransferase"
"chromosome","NC_011916.1",1877029,1877265,"+",7331214,,"CCNA_01749","YP_002517122.1",78,"acyl carrier protein"
"chromosome","NC_011916.1",1877432,1878712,"+",7331215,,"CCNA_01750","YP_002517123.1",426,"3-oxoacyl-(acyl-carrier-protein) synthase II"
"chromosome","NC_011916.1",1878709,1879809,"+",7331216,,"CCNA_01751","YP_002517124.1",366,"aminodeoxychorismate lyase"
"chromosome","NC_011916.1",1879813,1880694,"+",7331217,,"CCNA_01752","YP_002517125.1",293,"YicC-family protein"
"chromosome","NC_011916.1",1880687,1881328,"+",7331218,"gmk","CCNA_01753","YP_002517126.1",213,"guanylate kinase"
"chromosome","NC_011916.1",1881367,1881672,"-",7331219,,"CCNA_01754","YP_002517127.1",101,"transglycosylase associated protein"
"chromosome","NC_011916.1",1881785,1883437,"-",7331220,,"CCNA_01755","YP_002517128.2",550,"two component sensor histidine kinase"
"chromosome","NC_011916.1",1883535,1883654,"-",7331221,,"CCNA_01756","YP_002517129.1",39,"hypothetical protein CCNA_01756"
"chromosome","NC_011916.1",1883718,1884548,"-",7331222,,"CCNA_01757","YP_002517130.2",276,"dimethyladenosine transferase"
"chromosome","NC_011916.1",1884593,1885594,"-",7331223,"pdxA","CCNA_01758","YP_002517131.1",333,"4-hydroxythreonine-4-phosphate dehydrogenase"
"chromosome","NC_011916.1",1885591,1886940,"-",7331224,,"CCNA_01759","YP_002517132.1",449,"peptidyl-prolyl cis-trans isomerase"
"chromosome","NC_011916.1",1887107,1889536,"-",7331225,,"CCNA_01760","YP_002517133.3",809,"LPS assembly outer membrane protein LptD"
"chromosome","NC_011916.1",1889529,1890635,"-",7331226,,"CCNA_01761","YP_002517134.1",368,"LPS export ABC transporter permease LptG"
"chromosome","NC_011916.1",1890632,1891771,"-",7331227,,"CCNA_01762","YP_002517135.1",379,"LPS export ABC transporter permease LptF"
"chromosome","NC_011916.1",1891999,1893480,"+",7331228,,"CCNA_01763","YP_002517136.1",493,"multifunctional aminopeptidase"
"chromosome","NC_011916.1",1893601,1894062,"+",7331229,,"CCNA_01764","YP_002517137.1",153,"DNA polymerase III, chi subunit"
"chromosome","NC_011916.1",1894059,1894400,"+",7331230,,"CCNA_01765","YP_002517138.1",113,"peptidase inhibitor, I78 family"
"chromosome","NC_011916.1",1894443,1895228,"-",7331231,,"CCNA_01766","YP_002517139.2",261,"CsgG-related curli protein"
"chromosome","NC_011916.1",1895423,1895821,"+",7331232,,"CCNA_01767","YP_002517140.2",132,"cytochrome C family protein"
"chromosome","NC_011916.1",1895834,1896232,"-",7331233,,"CCNA_01768","YP_002517141.2",132,"hypothetical protein CCNA_01768"
"chromosome","NC_011916.1",1896310,1898175,"-",7331234,,"CCNA_01769","YP_002517142.1",621,"ABC transporter ATP-binding protein"
"chromosome","NC_011916.1",1898272,1898691,"+",7331235,,"CCNA_01770","YP_002517143.1",139,"nucleoside diphosphate kinase"
"chromosome","NC_011916.1",1898688,1898930,"-",7331236,,"CCNA_01771","YP_002517144.1",80,"hypothetical protein CCNA_01771"
"chromosome","NC_011916.1",1899035,1899412,"+",7331237,,"CCNA_01772","YP_002517145.1",125,"conserved hypothetical membrane protein"
"chromosome","NC_011916.1",1899409,1900026,"-",7331238,,"CCNA_01773","YP_002517146.1",205,"SNARE-associated family membrane protein"
"chromosome","NC_011916.1",1900105,1900686,"-",7331239,,"CCNA_01774","YP_002517147.1",193,"phosphoribosylglycinamide formyltransferase"
"chromosome","NC_011916.1",1900847,1901872,"-",7331240,,"CCNA_01775","YP_002517148.1",341,"phosphoribosylformylglycinamidine cyclo-ligase"
"chromosome","NC_011916.1",1901998,1903167,"+",7331241,,"CCNA_01776","YP_002517149.1",389,"ribonuclease D"
"chromosome","NC_011916.1",1903417,1905099,"+",7331242,,"CCNA_01777","YP_002517150.2",560,"hybrid sensor histidine kinase/receiver domain protein"
"chromosome","NC_011916.1",1905204,1906496,"+",7331243,,"CCNA_01778","YP_002517151.1",430,"penicillin-binding protein"
"chromosome","NC_011916.1",1906529,1906798,"-",7331244,,"CCNA_01779","YP_002517152.3",89,"hypothetical protein CCNA_01779"
"chromosome","NC_011916.1",1906954,1908453,"-",7331245,"ppx1","CCNA_01780","YP_002517153.1",499,"exopolyphosphatase"
"chromosome","NC_011916.1",1908544,1908939,"-",7331246,,"CCNA_01781","YP_002517154.1",131,"hypothetical protein CCNA_01781"
"chromosome","NC_011916.1",1908936,1911152,"-",7331247,"ppk1","CCNA_01782","YP_002517155.4",738,"polyphosphate kinase 1"
"chromosome","NC_011916.1",1911358,1912050,"-",7331248,"hdaA","CCNA_01783","YP_002517156.1",230,"chromosome replication regulator protein HdaA"
"chromosome","NC_011916.1",1912227,1912619,"-",7331249,,"CCNA_01784","YP_002517157.1",130,"hypothetical protein CCNA_01784"
"chromosome","NC_011916.1",1912486,1913097,"-",7331250,,"CCNA_01785","YP_002517158.1",203,"hypothetical protein CCNA_01785"
"chromosome","NC_011916.1",1913996,1914736,"+",7331251,,"CCNA_01786","YP_002517159.1",246,"EcsC family protein"
"chromosome","NC_011916.1",1914921,1915856,"-",7331252,,"CCNA_01787","YP_002517160.1",311,"transposase"
"chromosome","NC_011916.1",1916111,1916470,"-",7331254,,"CCNA_01788","YP_002517161.1",119,"hypothetical protein CCNA_01788"
"chromosome","NC_011916.1",1916649,1917164,"-",7331255,,"CCNA_01789","YP_002517162.1",171,"acetyltransferase, GNAT family"
"chromosome","NC_011916.1",1917304,1917771,"+",7331256,,"CCNA_01790","YP_002517163.1",155,"protein translocase subunit secG"
"chromosome","NC_011916.1",1917887,1919539,"+",7331257,,"CCNA_01791","YP_002517164.1",550,"CTP synthase"
"chromosome","NC_011916.1",1919654,1919836,"+",7331258,,"CCNA_01792","YP_002517165.1",60,"LSU ribosomal protein L32P"
"chromosome","NC_011916.1",1919960,1920958,"+",7331259,,"CCNA_01793","YP_002517166.1",332,"aspartate protease"
"chromosome","NC_011916.1",1920971,1921741,"-",7331260,,"CCNA_01794","YP_002517167.2",256,"enoyl-CoA hydratase/isomerase family"
"chromosome","NC_011916.1",1921855,1923135,"+",7331261,,"CCNA_01795","YP_002517168.1",426,"phosphopyruvate hydratase"
"chromosome","NC_011916.1",1923489,1923791,"+",7331263,"ftsB","CCNA_01797","YP_002517170.1",100,"FtsB-related septum formation initiator"
"chromosome","NC_011916.1",1923957,1924988,"+",7331265,"pdhA","CCNA_01799","YP_002517172.1",343,"pyruvate dehydrogenase E1 component alpha subunit"
"chromosome","NC_011916.1",1924985,1926337,"+",7331266,,"CCNA_01800","YP_002517173.1",450,"pyruvate dehydrogenase E1 component beta subunit"
"chromosome","NC_011916.1",1926343,1926795,"+",7331267,,"CCNA_01801","YP_002517174.1",150,"hypothetical protein CCNA_01801"
"chromosome","NC_011916.1",1926792,1926908,"+",7331268,,"CCNA_01802","YP_002517175.1",38,"hypothetical protein CCNA_01802"
"chromosome","NC_011916.1",1926921,1928207,"+",7331269,,"CCNA_01803","YP_002517176.1",428,"pyruvate dehydrogenase complex, dihydrolipoamide acetyltransferase component"
"chromosome","NC_011916.1",1928226,1928708,"+",7331271,,"CCNA_01804","YP_002517177.1",160,"glutathione peroxidase"
"chromosome","NC_011916.1",1928791,1930191,"+",7331272,,"CCNA_01805","YP_002517178.1",466,"dihydrolipoamide dehydrogenase"
"chromosome","NC_011916.1",1930211,1931668,"+",7331273,,"CCNA_01806","YP_002517179.1",485,"hypothetical protein CCNA_01806"
"chromosome","NC_011916.1",1931701,1933254,"-",7331274,,"CCNA_01807","YP_002517180.1",517,"acyl-acyl carrier protein synthetase"
"chromosome","NC_011916.1",1933343,1934419,"-",7331275,,"CCNA_01808","YP_002517181.1",358,"lysophospholipase L2"
"chromosome","NC_011916.1",1934502,1935479,"+",7331276,,"CCNA_01809","YP_002517182.1",325,"lipoic acid synthetase"
"chromosome","NC_011916.1",1935483,1935929,"+",7331277,,"CCNA_01810","YP_002517183.1",148,"type II toxin-antitoxin system RatA family toxin"
"chromosome","NC_011916.1",1935926,1936417,"-",7331278,,"CCNA_01811","YP_002517184.1",163,"competence/damage-inducible protein CinA"
"chromosome","NC_011916.1",1936456,1937604,"-",7331279,,"CCNA_01812","YP_002517185.1",382,"2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase/2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"
"chromosome","NC_011916.1",1937704,1938711,"+",7331280,,"CCNA_01813","YP_002517186.1",335,"tRNA-dihydrouridine synthase"
"chromosome","NC_011916.1",1938708,1939829,"+",7331281,,"CCNA_01814","YP_002517187.1",373,"nitrogen regulation protein ntrB"
"chromosome","NC_011916.1",1939826,1941247,"+",7331282,"ntrC","CCNA_01815","YP_002517188.1",473,"nitrogen assimilation regulatory protein NtrC"
"chromosome","NC_011916.1",1941312,1943555,"+",7331283,"ntrY","CCNA_01816","YP_002517189.1",747,"nitrogen regulation protein ntrY"
"chromosome","NC_011916.1",1943552,1944940,"+",7331284,"ntrX","CCNA_01817","YP_002517190.1",462,"nitrogen assimilation regulatory protein ntrX"
